attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,home_team_runs,road_team_runs,team,cum_runs_scored,cum_runs_allowed,ytd_rd,winning_team
,CLE/CLE202007282,"Tuesday, Jul 28 (2)",2020-07-28,2,Day,5,2:43,3.0,9,Away,Rodon,CLE,5,1-4,Loss,5,3,Hill,---,Plutko,CLE,CHW,5,3,Chicago White Sox,23,36,-2.6,CLE
,CLE/CLE202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,2:57,2.5,9,Away,Hand,CLE,4,2-4,Win,0,4,,+,Bummer,CLE,CHW,0,4,Chicago White Sox,27,36,-1.5,CHW
,KCA/KCA202007310,"Friday, Jul 31",2020-07-31,1,Night,7,2:56,2.0,9,Away,Bubic,KCR,4,3-4,Win,2,3,Colome,++,Keuchel,KCR,CHW,2,3,Chicago White Sox,30,38,-1.1428571428571428,CHW
,KCA/KCA202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,3:44,2.0,9,Away,Bolanos,KCR,4,4-4,Win,5,11,Heuer,+++,Foster,KCR,CHW,5,11,Chicago White Sox,41,43,-0.25,CHW
,KCA/KCA202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,3:01,2.0,9,Away,Barlow,KCR,2,5-4,Win,2,9,,++++,Cease,KCR,CHW,2,9,Chicago White Sox,50,45,0.5555555555555556,CHW
,MIL/MIL202008030,"Monday, Aug 3",2020-08-03,1,Night,10,3:43,2.0,9,Away,Phelps,MIL,2,6-4,Win,4,6,Colome,+++++,Detwiler,MIL,CHW,4,6,Chicago White Sox,56,49,0.7,CHW
,MIL/MIL202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,3:14,2.0,9,Away,Williams,MIL,2,7-4,Win,2,3,Colome,++++++,Giolito,MIL,CHW,2,3,Chicago White Sox,59,51,0.7272727272727273,CHW
,CHA/CHA202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,2:21,3.0,9,Home,Keuchel,MIL,2,7-5,Loss,1,0,Hader,-,Houser,CHW,MIL,0,1,Chicago White Sox,59,52,0.5833333333333334,MIL
,CHA/CHA202008060,"Thursday, Aug 6",2020-08-06,1,Night,13,3:41,3.0,9,Home,Gonzalez,MIL,3,7-6,Loss,8,3,,--,Lindblom,CHW,MIL,3,8,Chicago White Sox,62,60,0.15384615384615385,MIL
,CHA/CHA202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:48,2.0,9,Home,Civale,CLE,2,8-6,Win,0,2,Colome,+,Cease,CHW,CLE,2,0,Chicago White Sox,64,60,0.2857142857142857,CHW
,CHA/CHA202008080,"Saturday, Aug 8",2020-08-08,1,Day,15,3:11,2.0,9,Home,Anderson,CLE,4,8-7,Loss,7,1,,-,Plesac,CHW,CLE,1,7,Chicago White Sox,65,67,-0.13333333333333333,CLE
,CHA/CHA202008090,"Sunday, Aug 9",2020-08-09,1,Night,16,3:20,2.0,10,Home,Cordero,CLE,4,8-8,Loss,5,4,Perez,--,Maton,CHW,CLE,4,5,Chicago White Sox,69,72,-0.1875,CLE
,DET/DET202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:47,3.0,9,Away,Keuchel,DET,4,8-9,Loss,5,1,,---,Norris,DET,CHW,5,1,Chicago White Sox,70,77,-0.4117647058823529,DET
,DET/DET202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,2:51,2.0,9,Away,Alexander,DET,4,9-9,Win,4,8,,+,Foster,DET,CHW,4,8,Chicago White Sox,78,81,-0.16666666666666666,CHW
,DET/DET202008120,"Wednesday, Aug 12",2020-08-12,1,Day,19,3:12,2.0,9,Away,Boyd,DET,3,10-9,Win,5,7,Colome,++,Cease,DET,CHW,5,7,Chicago White Sox,85,86,-0.05263157894736842,CHW
,CHA/CHA202008151,"Saturday, Aug 15 (1)",2020-08-15,1,Day,20,2:19,3.0,7,Home,Giolito,STL,4,10-10,Loss,5,1,,-,Wainwright,CHW,STL,1,5,Chicago White Sox,86,91,-0.25,STL
,CHA/CHA202008152,"Saturday, Aug 15 (2)",2020-08-15,2,Day,21,2:30,3.0,7,Home,Marshall,STL,4,10-11,Loss,6,3,Miller,--,Cabrera,CHW,STL,3,6,Chicago White Sox,89,97,-0.38095238095238093,STL
,CHA/CHA202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,2:52,3.0,9,Home,Hudson,STL,3,11-11,Win,2,7,,+,Keuchel,CHW,STL,7,2,Chicago White Sox,96,99,-0.13636363636363635,CHW
,CHA/CHA202008170,"Monday, Aug 17",2020-08-17,1,Night,23,3:12,3.0,9,Home,Boyd,DET,3,12-11,Win,2,7,,++,Heuer,CHW,DET,7,2,Chicago White Sox,103,101,0.08695652173913043,CHW
,CHA/CHA202008180,"Tuesday, Aug 18",2020-08-18,1,Night,24,3:00,3.0,9,Home,Skubal,DET,3,13-11,Win,4,10,,+++,Cease,CHW,DET,10,4,Chicago White Sox,113,105,0.3333333333333333,CHW
,CHA/CHA202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,2:31,2.0,9,Home,Soto,DET,3,14-11,Win,3,5,Colome,++++,Marshall,CHW,DET,5,3,Chicago White Sox,118,108,0.4,CHW
,CHA/CHA202008200,"Thursday, Aug 20",2020-08-20,1,Day,26,2:56,2.0,9,Home,Turnbull,DET,3,15-11,Win,0,9,,+++++,Giolito,CHW,DET,9,0,Chicago White Sox,127,108,0.7307692307692307,CHW
,CHN/CHN202008210,"Friday, Aug 21",2020-08-21,1,Night,27,2:54,1.0,9,Away,Lester,CHC,3,16-11,Win,1,10,,++++++,Keuchel,CHC,CHW,1,10,Chicago White Sox,137,109,1.037037037037037,CHW
,CHN/CHN202008220,"Saturday, Aug 22",2020-08-22,1,Night,28,3:33,1.0,9,Away,Hendricks,CHC,3,17-11,Win,4,7,,+++++++,Gonzalez,CHC,CHW,4,7,Chicago White Sox,144,113,1.1071428571428572,CHW
,CHN/CHN202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,3:15,2.0,9,Away,Cease,CHC,3,17-12,Loss,2,1,Jeffress,-,Darvish,CHC,CHW,2,1,Chicago White Sox,145,115,1.0344827586206897,CHC
,CHA/CHA202008250,"Tuesday, Aug 25",2020-08-25,1,Night,30,2:23,1.5,9,Home,Brault,PIT,2,18-12,Win,0,4,,+,Giolito,CHW,PIT,4,0,Chicago White Sox,149,115,1.1333333333333333,CHW
,CHA/CHA202008260,"Wednesday, Aug 26",2020-08-26,1,Day,31,2:41,0.5,9,Home,Williams,PIT,2,19-12,Win,3,10,,++,Keuchel,CHW,PIT,10,3,Chicago White Sox,159,118,1.3225806451612903,CHW
,CHA/CHA202008280,"Friday, Aug 28",2020-08-28,1,Night,32,3:59,0.0,9,Home,Kennedy,KCR,1,20-12,Loss,5,6,,+++,Colome,CHW,KCR,6,5,Chicago White Sox,165,123,1.3125,KCR
,CHA/CHA202008290,"Saturday, Aug 29",2020-08-29,1,Day,33,3:33,1.0,9,Home,Burdi,KCR,2,20-13,Loss,9,6,Hahn,-,Newberry,CHW,KCR,6,9,Chicago White Sox,171,132,1.1818181818181819,KCR
,CHA/CHA202008300,"Sunday, Aug 30",2020-08-30,1,Day,34,3:38,0.0,10,Home,Zuber,KCR,1,21-13,Loss,2,5,,+,Foster,CHW,KCR,5,2,Chicago White Sox,176,134,1.2352941176470589,KCR
,MIN/MIN202008310,"Monday, Aug 31",2020-08-31,1,Night,35,3:43,-1.0,9,Away,Rogers,MIN,1,22-13,Win,5,8,Colome,++,Foster,MIN,CHW,5,8,Chicago White Sox,184,139,1.2857142857142858,CHW
,MIN/MIN202009010,"Tuesday, Sep 1",2020-09-01,1,Night,36,3:12,0.0,9,Away,Cordero,MIN,1,22-14,Loss,3,2,Wisler,-,Thielbar,MIN,CHW,3,2,Chicago White Sox,186,142,1.2222222222222223,MIN
,MIN/MIN202009020,"Wednesday, Sep 2",2020-09-02,1,Night,37,3:23,1.0,9,Away,Lopez,MIN,2,22-15,Loss,8,1,,--,Berrios,MIN,CHW,8,1,Chicago White Sox,187,150,1.0,MIN
,KCA/KCA202009030,"Thursday, Sep 3",2020-09-03,1,Night,38,3:18,0.5,9,Away,Duffy,KCR,2,23-15,Win,6,11,,+,Cease,KCR,CHW,6,11,Chicago White Sox,198,156,1.105263157894737,CHW
,KCA/KCA202009040,"Friday, Sep 4",2020-09-04,1,Night,39,3:42,-0.5,9,Away,Singer,KCR,1,24-15,Win,4,7,Colome,++,Heuer,KCR,CHW,4,7,Chicago White Sox,205,160,1.1538461538461537,CHW
,KCA/KCA202009050,"Saturday, Sep 5",2020-09-05,1,Night,40,3:10,-0.5,9,Away,Bubic,KCR,1,25-15,Win,3,5,Colome,+++,Giolito,KCR,CHW,3,5,Chicago White Sox,210,163,1.175,CHW
,KCA/KCA202009060,"Sunday, Sep 6",2020-09-06,1,Day,41,3:34,-0.5,9,Away,Harvey,KCR,1,26-15,Win,2,8,,++++,Keuchel,KCR,CHW,2,8,Chicago White Sox,218,165,1.2926829268292683,CHW
,PIT/PIT202009080,"Tuesday, Sep 8",2020-09-08,1,Night,42,3:19,0.0,9,Away,Detwiler,PIT,1,26-16,Loss,5,4,,-,Rodriguez,PIT,CHW,5,4,Chicago White Sox,222,170,1.2380952380952381,PIT
,PIT/PIT202009090,"Wednesday, Sep 9",2020-09-09,1,Night,43,3:08,-1.0,9,Away,Brubaker,PIT,1,27-16,Win,1,8,,+,Dunning,PIT,CHW,1,8,Chicago White Sox,230,171,1.372093023255814,CHW
,CHA/CHA202009110,"Friday, Sep 11",2020-09-11,1,Night,44,3:02,-1.0,9,Home,Cisnero,DET,1,28-16,Win,3,4,Colome,++,Marshall,CHW,DET,4,3,Chicago White Sox,234,174,1.3636363636363635,CHW
,CHA/CHA202009120,"Saturday, Sep 12",2020-09-12,1,Night,45,3:02,-1.0,9,Home,Fulmer,DET,1,29-16,Win,0,14,,+++,Lopez,CHW,DET,14,0,Chicago White Sox,248,174,1.6444444444444444,CHW
,CHA/CHA202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,3:08,-1.0,9,Home,Turnbull,DET,1,30-16,Win,2,5,Colome,++++,Cordero,CHW,DET,5,2,Chicago White Sox,253,176,1.673913043478261,CHW
,CHA/CHA202009140,"Monday, Sep 14",2020-09-14,1,Night,47,3:51,-2.0,9,Home,Rogers,MIN,1,31-16,Win,1,3,,+++++,Colome,CHW,MIN,3,1,Chicago White Sox,256,177,1.6808510638297873,CHW
,CHA/CHA202009150,"Tuesday, Sep 15",2020-09-15,1,Night,48,3:04,-3.0,9,Home,Dobnak,MIN,1,32-16,Win,2,6,,++++++,Dunning,CHW,MIN,6,2,Chicago White Sox,262,179,1.7291666666666667,CHW
,CHA/CHA202009160,"Wednesday, Sep 16",2020-09-16,1,Night,49,3:05,-2.0,9,Home,Giolito,MIN,1,32-17,Loss,5,1,,-,Stashak,CHW,MIN,1,5,Chicago White Sox,263,184,1.6122448979591837,MIN
,CHA/CHA202009170,"Thursday, Sep 17",2020-09-17,1,Day,50,3:20,-3.0,9,Home,Clippard,MIN,1,33-17,Win,3,4,Colome,+,Heuer,CHW,MIN,4,3,Chicago White Sox,267,187,1.6,CHW
,CIN/CIN202009180,"Friday, Sep 18",2020-09-18,1,Night,51,2:51,-3.0,9,Away,Stiever,CIN,1,33-18,Loss,7,1,,-,Mahle,CIN,CHW,7,1,Chicago White Sox,268,194,1.4509803921568627,CIN
,CIN/CIN202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,2:57,-3.0,9,Away,Bauer,CIN,1,34-18,Win,0,5,,+,Foster,CIN,CHW,0,5,Chicago White Sox,273,194,1.5192307692307692,CHW
,CIN/CIN202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:36,-2.0,9,Away,Cease,CIN,1,34-19,Loss,7,3,,-,Sims,CIN,CHW,7,3,Chicago White Sox,276,201,1.4150943396226414,CIN
,SDN/SDN202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:05,0.5,9,Home,Bumgarner,ARI,2,1-0,Win,2,7,,+,Paddack,SDP,ARI,7,2,San Diego Padres,7,2,5.0,SDP
,SDN/SDN202007250,"Saturday, Jul 25",2020-07-25,1,Night,2,3:18,-0.5,9,Home,Ray,ARI,1,2-0,Win,1,5,,++,Lamet,SDP,ARI,5,1,San Diego Padres,12,3,4.5,SDP
,SDN/SDN202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:44,0.0,9,Home,Yates,ARI,1,2-1,Loss,4,3,,-,Bradley,SDP,ARI,3,4,San Diego Padres,15,7,2.6666666666666665,ARI
,SDN/SDN202007270,"Monday, Jul 27",2020-07-27,1,Day,4,3:03,-0.5,9,Home,Weaver,ARI,1,3-1,Win,2,6,,+,Quantrill,SDP,ARI,6,2,San Diego Padres,21,9,3.0,SDP
,SFN/SFN202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,2:54,-0.5,9,Away,Samardzija,SFG,1,4-1,Win,3,5,Pomeranz,++,Davies,SFG,SDP,3,5,San Diego Padres,26,12,2.8,SDP
,SFN/SFN202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:02,0.5,9,Away,Strahm,SFG,2,4-2,Loss,7,6,,-,Rogers,SFG,SDP,7,6,San Diego Padres,32,19,2.1666666666666665,SFG
,SFN/SFN202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,4:04,0.0,10,Away,Rogers,SFG,1,5-2,Win,7,12,,+,Johnson,SFG,SDP,7,12,San Diego Padres,44,26,2.5714285714285716,SDP
,COL/COL202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:37,-1.0,9,Away,Davis,COL,1,6-2,Win,7,8,Pomeranz,++,Stammen,COL,SDP,7,8,San Diego Padres,52,33,2.375,SDP
,COL/COL202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,2:50,0.0,9,Away,Lucchesi,COL,1,6-3,Loss,6,1,,-,Freeland,COL,SDP,6,1,San Diego Padres,53,39,1.5555555555555556,COL
,COL/COL202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,2:52,1.0,9,Away,Davies,COL,3,6-4,Loss,9,6,Diaz,--,Senzatela,COL,SDP,9,6,San Diego Padres,59,48,1.1,COL
,SDN/SDN202008030,"Monday, Aug 3",2020-08-03,1,Night,11,2:44,1.0,9,Home,Graterol,LAD,2,7-4,Win,4,5,Yates,+,Paddack,SDP,LAD,5,4,San Diego Padres,64,52,1.0909090909090908,SDP
,SDN/SDN202008040,"Tuesday, Aug 4",2020-08-04,1,Night,12,3:04,2.0,9,Home,Stammen,LAD,3,7-5,Loss,5,2,Jansen,-,May,SDP,LAD,2,5,San Diego Padres,66,57,0.75,LAD
,SDN/SDN202008050,"Wednesday, Aug 5",2020-08-05,1,Night,13,3:11,2.0,9,Home,Richards,LAD,3,7-6,Loss,7,6,Jansen,--,Stripling,SDP,LAD,6,7,San Diego Padres,72,64,0.6153846153846154,LAD
,SDN/SDN202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:27,2.5,9,Home,Weaver,ARI,3,8-6,Win,0,3,Yates,+,Davies,SDP,ARI,3,0,San Diego Padres,75,64,0.7857142857142857,SDP
,SDN/SDN202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,2:51,3.5,9,Home,Paddack,ARI,3,8-7,Loss,3,2,Bradley,-,Kelly,SDP,ARI,2,3,San Diego Padres,77,67,0.6666666666666666,ARI
,SDN/SDN202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,2:59,2.5,9,Home,Bumgarner,ARI,3,9-7,Win,5,9,,+,Lamet,SDP,ARI,9,5,San Diego Padres,86,72,0.875,SDP
,LAN/LAN202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:56,1.5,9,Away,May,LAD,3,10-7,Win,1,2,Pomeranz,++,Quantrill,LAD,SDP,1,2,San Diego Padres,88,73,0.8823529411764706,SDP
,LAN/LAN202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,3:02,1.5,9,Away,Stripling,LAD,2,11-7,Win,2,6,Pomeranz,+++,Richards,LAD,SDP,2,6,San Diego Padres,94,75,1.0555555555555556,SDP
,LAN/LAN202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,2:52,1.5,9,Away,Davies,LAD,3,11-8,Loss,6,0,,-,Treinen,LAD,SDP,6,0,San Diego Padres,94,81,0.6842105263157895,LAD
,LAN/LAN202008130,"Thursday, Aug 13",2020-08-13,1,Night,20,2:45,2.0,9,Away,Paddack,LAD,3,11-9,Loss,11,2,,--,Urias,LAD,SDP,11,2,San Diego Padres,96,92,0.2,LAD
,ARI/ARI202008140,"Friday, Aug 14",2020-08-14,1,Night,21,3:03,3.0,9,Away,Lamet,ARI,3,11-10,Loss,5,1,,---,Kelly,ARI,SDP,5,1,San Diego Padres,97,97,0.0,ARI
,ARI/ARI202008150,"Saturday, Aug 15",2020-08-15,1,Night,22,3:23,4.0,9,Away,Johnson,ARI,3,11-11,Loss,7,6,Bradley,----,Crichton,ARI,SDP,7,6,San Diego Padres,103,104,-0.045454545454545456,ARI
,ARI/ARI202008160,"Sunday, Aug 16",2020-08-16,1,Day,23,3:13,5.0,9,Away,Pagan,ARI,4,11-12,Loss,5,4,Bradley,-----,Clarke,ARI,SDP,5,4,San Diego Padres,107,109,-0.08695652173913043,ARI
,TEX/TEX202008170,"Monday, Aug 17",2020-08-17,1,Night,24,3:07,5.0,9,Away,Lyles,TEX,4,12-12,Win,4,14,,+,Davies,TEX,SDP,4,14,San Diego Padres,121,113,0.3333333333333333,SDP
,TEX/TEX202008180,"Tuesday, Aug 18",2020-08-18,1,Day,25,3:36,5.0,9,Away,Minor,TEX,4,13-12,Win,4,6,Quantrill,++,Stammen,TEX,SDP,4,6,San Diego Padres,127,117,0.4,SDP
,SDN/SDN202008190,"Wednesday, Aug 19",2020-08-19,1,Night,26,3:23,4.0,10,Home,Montero,TEX,2,14-12,Loss,3,6,,+++,Hill,SDP,TEX,6,3,San Diego Padres,133,120,0.5,TEX
,SDN/SDN202008200,"Thursday, Aug 20",2020-08-20,1,Night,27,3:59,4.0,10,Home,Garcia,TEX,2,15-12,Loss,7,8,,++++,Johnson,SDP,TEX,8,7,San Diego Padres,141,127,0.5185185185185185,TEX
,SDN/SDN202008210,"Friday, Aug 21",2020-08-21,1,Night,28,3:41,4.0,9,Home,McCullers,HOU,2,16-12,Win,3,4,Pagan,+++++,Guerra,SDP,HOU,4,3,San Diego Padres,145,130,0.5357142857142857,SDP
,SDN/SDN202008220,"Saturday, Aug 22",2020-08-22,1,Night,29,2:41,4.0,9,Home,Bielak,HOU,2,17-12,Win,2,13,,++++++,Davies,SDP,HOU,13,2,San Diego Padres,158,132,0.896551724137931,SDP
,SDN/SDN202008230,"Sunday, Aug 23",2020-08-23,1,Day,30,3:04,4.0,9,Home,Paredes,HOU,2,18-12,Win,3,5,Pagan,+++++++,Stammen,SDP,HOU,5,3,San Diego Padres,163,135,0.9333333333333333,SDP
,SDN/SDN202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,3:08,4.0,9,Home,Paddack,SEA,2,18-13,Loss,8,3,,-,Gonzales,SDP,SEA,3,8,San Diego Padres,166,143,0.7419354838709677,SEA
,SDN/SDN202008271,"Thursday, Aug 27 (1)",2020-08-27,1,Day,32,2:49,5.0,7,Home,Williams,SEA,2,19-13,Win,7,10,,+,Johnson,SDP,SEA,10,7,San Diego Padres,176,150,0.8125,SDP
,SDN/SDN202008272,"Thursday, Aug 27 (2)",2020-08-27,2,Day,33,2:39,5.0,7,Home,Richards,SEA,2,19-14,Loss,8,3,,-,Kikuchi,SDP,SEA,3,8,San Diego Padres,179,158,0.6363636363636364,SEA
,COL/COL202008280,"Friday, Aug 28",2020-08-28,1,Night,34,3:29,4.0,9,Away,Hoffman,COL,2,20-14,Win,4,10,,+,Davies,COL,SDP,4,10,San Diego Padres,189,162,0.7941176470588235,SDP
,COL/COL202008290,"Saturday, Aug 29",2020-08-29,1,Night,35,3:08,5.0,9,Away,Stammen,COL,2,20-15,Loss,4,3,,-,Bard,COL,SDP,4,3,San Diego Padres,192,166,0.7428571428571429,COL
,COL/COL202008300,"Sunday, Aug 30",2020-08-30,1,Day,36,3:07,5.0,9,Away,Castellani,COL,2,21-15,Win,2,13,,+,Paddack,COL,SDP,2,13,San Diego Padres,205,168,1.0277777777777777,SDP
,COL/COL202008310,"Monday, Aug 31",2020-08-31,1,Night,37,2:49,4.5,9,Away,Marquez,COL,2,22-15,Win,0,6,,++,Morejón,COL,SDP,0,6,San Diego Padres,211,168,1.162162162162162,SDP
,ANA/ANA202009020,"Wednesday, Sep 2",2020-09-02,1,Night,38,3:13,5.0,9,Away,Buttrey,LAA,2,23-15,Win,4,11,,+++,Hill,LAA,SDP,4,11,San Diego Padres,222,172,1.3157894736842106,SDP
,ANA/ANA202009030,"Thursday, Sep 3",2020-09-03,1,Day,39,2:40,6.0,9,Away,Clevinger,LAA,2,23-16,Loss,2,0,Pena,-,Heaney,LAA,SDP,2,0,San Diego Padres,222,174,1.2307692307692308,LAA
,OAK/OAK202009040,"Friday, Sep 4",2020-09-04,1,Night,40,2:41,6.0,9,Away,Luzardo,OAK,2,24-16,Win,0,7,,+,Davies,OAK,SDP,0,7,San Diego Padres,229,174,1.375,SDP
,OAK/OAK202009050,"Saturday, Sep 5",2020-09-05,1,Day,41,3:00,6.0,9,Away,Paddack,OAK,2,24-17,Loss,8,4,,-,Manaea,OAK,SDP,8,4,San Diego Padres,233,182,1.2439024390243902,OAK
,OAK/OAK202009060,"Sunday, Sep 6",2020-09-06,1,Day,42,3:04,5.0,9,Away,Fiers,OAK,2,25-17,Win,3,5,Rosenthal,+,Richards,OAK,SDP,3,5,San Diego Padres,238,185,1.2619047619047619,SDP
,SDN/SDN202009070,"Monday, Sep 7",2020-09-07,1,Night,43,3:02,4.5,9,Home,Estevez,COL,2,26-17,Loss,0,1,,++,Pomeranz,SDP,COL,1,0,San Diego Padres,239,185,1.255813953488372,COL
,SDN/SDN202009080,"Tuesday, Sep 8",2020-09-08,1,Night,44,3:16,4.5,9,Home,Gonzalez,COL,2,27-17,Win,5,14,,+++,Clevinger,SDP,COL,14,5,San Diego Padres,253,190,1.4318181818181819,SDP
,SDN/SDN202009090,"Wednesday, Sep 9",2020-09-09,1,Night,45,2:54,4.5,9,Home,Senzatela,COL,2,28-17,Win,3,5,Rosenthal,++++,Davies,SDP,COL,5,3,San Diego Padres,258,193,1.4444444444444444,SDP
,SDN/SDN202009100,"Thursday, Sep 10",2020-09-10,1,Night,46,2:48,3.5,9,Home,Cahill,SFG,2,29-17,Win,1,6,,+++++,Morejón,SDP,SFG,6,1,San Diego Padres,264,194,1.5217391304347827,SDP
,SDN/SDN202009131,"Sunday, Sep 13 (1)",2020-09-13,1,Day,47,2:08,2.5,7,Home,Cueto,SFG,2,30-17,Win,0,6,,++++++,Clevinger,SDP,SFG,6,0,San Diego Padres,270,194,1.6170212765957446,SDP
,SDN/SDN202009132,"Sunday, Sep 13 (2)",2020-09-13,2,Day,48,2:12,2.5,7,Home,Selman,SFG,2,31-17,Win,1,3,Rosenthal,+++++++,Hill,SDP,SFG,3,1,San Diego Padres,273,195,1.625,SDP
,SDN/SDN202009140,"Monday, Sep 14",2020-09-14,1,Night,49,2:59,1.5,9,Home,Kershaw,LAD,2,32-17,Win,2,7,,++++++++,Lamet,SDP,LAD,7,2,San Diego Padres,280,197,1.6938775510204083,SDP
,SDN/SDN202009150,"Tuesday, Sep 15",2020-09-15,1,Night,50,2:59,2.5,9,Home,Davies,LAD,2,32-18,Loss,3,1,Jansen,-,Gonsolin,SDP,LAD,1,3,San Diego Padres,281,200,1.62,LAD
,SDN/SDN202009160,"Wednesday, Sep 16",2020-09-16,1,Day,51,3:25,3.5,9,Home,Morejón,LAD,2,32-19,Loss,7,5,Baez,--,Kolarek,SDP,LAD,5,7,San Diego Padres,286,207,1.5490196078431373,LAD
,SEA/SEA202009180,"Friday, Sep 18",2020-09-18,1,Night,52,3:01,4.0,9,Away,Kikuchi,SEA,2,33-19,Win,1,6,,+,Paddack,SEA,SDP,1,6,San Diego Padres,292,208,1.6153846153846154,SDP
,SEA/SEA202009190,"Saturday, Sep 19",2020-09-19,1,Night,53,2:59,5.0,9,Away,Altavilla,SEA,2,33-20,Loss,4,1,Hirano,-,Sheffield,SEA,SDP,4,1,San Diego Padres,293,212,1.528301886792453,SEA
,SEA/SEA202009200,"Sunday, Sep 20",2020-09-20,1,Day,54,4:02,4.0,11,Away,Sadler,SEA,2,34-20,Win,4,7,,+,Rosenthal,SEA,SDP,4,7,San Diego Padres,300,216,1.5555555555555556,SDP
,OAK/OAK202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:46,0.0,10,Home,Robles,LAA,1,1-0,Loss,3,7,,+,Smith,OAK,LAA,7,3,Oakland Athletics,7,3,4.0,LAA
,OAK/OAK202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,2:27,1.0,9,Home,Manaea,LAA,2,1-1,Loss,4,1,Robles,-,Bundy,OAK,LAA,1,4,Oakland Athletics,8,7,0.5,LAA
,OAK/OAK202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:02,0.0,9,Home,Ohtani,LAA,1,2-1,Win,4,6,Hendriks,+,Petit,OAK,LAA,6,4,Oakland Athletics,14,11,1.0,OAK
,OAK/OAK202007270,"Monday, Jul 27",2020-07-27,1,Day,4,2:59,0.0,9,Home,Canning,LAA,1,3-1,Win,0,3,Soria,++,Smith,OAK,LAA,3,0,Oakland Athletics,17,11,1.5,OAK
,OAK/OAK202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,2:58,0.0,9,Home,Mengden,COL,1,3-2,Loss,8,3,,-,Senzatela,OAK,COL,3,8,Oakland Athletics,20,19,0.2,COL
,OAK/OAK202007290,"Wednesday, Jul 29",2020-07-29,1,Day,6,2:55,0.0,9,Home,Montas,COL,1,3-3,Loss,5,1,,--,Marquez,OAK,COL,1,5,Oakland Athletics,21,24,-0.5,COL
,SEA/SEA202007310,"Friday, Jul 31",2020-07-31,1,Night,7,2:34,1.0,9,Away,Manaea,SEA,3,3-4,Loss,5,3,Williams,---,Walker,SEA,OAK,5,3,Oakland Athletics,24,29,-0.7142857142857143,SEA
,SEA/SEA202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,3:11,0.0,10,Away,Altavilla,SEA,1,4-4,Win,2,3,Hendriks,+,Soria,SEA,OAK,2,3,Oakland Athletics,27,31,-0.5,OAK
,SEA/SEA202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,3:20,0.0,9,Away,Graveman,SEA,1,5-4,Win,2,3,Hendriks,++,Bassitt,SEA,OAK,2,3,Oakland Athletics,30,33,-0.3333333333333333,OAK
,SEA/SEA202008030,"Monday, Aug 3",2020-08-03,1,Night,10,3:04,-0.5,9,Away,Sheffield,SEA,1,6-4,Win,1,11,,+++,Montas,SEA,OAK,1,11,Oakland Athletics,41,34,0.7,OAK
,OAK/OAK202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,2:52,-0.5,9,Home,Volquez,TEX,1,7-4,Loss,1,5,,++++,Hendriks,OAK,TEX,5,1,Oakland Athletics,46,35,1.0,TEX
,OAK/OAK202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,2:55,-1.5,9,Home,Gibaut,TEX,1,8-4,Win,4,6,Soria,+++++,McFarland,OAK,TEX,6,4,Oakland Athletics,52,39,1.0833333333333333,OAK
,OAK/OAK202008060,"Thursday, Aug 6",2020-08-06,1,Day,13,2:39,-2.5,9,Home,Minor,TEX,1,9-4,Win,4,6,Hendriks,++++++,Fiers,OAK,TEX,6,4,Oakland Athletics,58,43,1.1538461538461537,OAK
